1,54329,Konz,Am Stadion 4,0,0,"6,584633","49,694726"
2,54439,Merzkirchen,Rommelfangen 16,0,0,"6,45265","49,583048"
3,14959,Nähe Trebbin,0,0,0,"13,185258","52,21986"
4,06642,Nebra (Unstrut),An der Steinköbe 16,0,0,"11,532068","51,271359"
5,76764,Rheinzabern,Reginusstraße 11,0,0,"8,273429","49,114619"
6,60547,Frankfurt am Main,Flughafen,0,0,"8,555238","50,046034"
